ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,CensusTractNo,County,State,ID Geography,Geoid10
2016,2016,0,Total,119868,12330,"Census Tract 1203, Cook County, IL",1203,Cook County,IL,14000US17031120300,17031120300
2016,2016,0,Total,38883,5905,"Census Tract 8344, Cook County, IL",8344,Cook County,IL,14000US17031834400,17031834400
2016,2016,0,Total,48784,4339,"Census Tract 4804, Cook County, IL",4804,Cook County,IL,14000US17031480400,17031480400
2016,2016,0,Total,22708,7774,"Census Tract 2515, Cook County, IL",2515,Cook County,IL,14000US17031251500,17031251500
2016,2016,0,Total,72232,15548,"Census Tract 308, Cook County, IL",308,Cook County,IL,14000US17031030800,17031030800
2016,2016,0,Total,105897,5793,"Census Tract 7206, Cook County, IL",7206,Cook County,IL,14000US17031720600,17031720600
2016,2016,0,Total,76429,14557,"Census Tract 8420, Cook County, IL",8420,Cook County,IL,14000US17031842000,17031842000
2016,2016,0,Total,34030,5635,"Census Tract 2516, Cook County, IL",2516,Cook County,IL,14000US17031251600,17031251600
2016,2016,0,Total,85188,14869,"Census Tract 1204, Cook County, IL",1204,Cook County,IL,14000US17031120400,17031120400
2016,2016,0,Total,41917,21131,"Census Tract 4803, Cook County, IL",4803,Cook County,IL,14000US17031480300,17031480300
2016,2016,0,Total,28311,3617,"Census Tract 2517, Cook County, IL",2517,Cook County,IL,14000US17031251700,17031251700
2016,2016,0,Total,25786,7722,"Census Tract 6704, Cook County, IL",6704,Cook County,IL,14000US17031670400,17031670400
2016,2016,0,Total,27880,3270,"Census Tract 6118, Cook County, IL",6118,Cook County,IL,14000US17031611800,17031611800
2016,2016,0,Total,31752,9823,"Census Tract 1301, Cook County, IL",1301,Cook County,IL,14000US17031130100,17031130100
2016,2016,0,Total,20405,4502,"Census Tract 2518, Cook County, IL",2518,Cook County,IL,14000US17031251800,17031251800
2016,2016,0,Total,83790,11685,"Census Tract 608, Cook County, IL",608,Cook County,IL,14000US17031060800,17031060800
2016,2016,0,Total,30161,7713,"Census Tract 8343, Cook County, IL",8343,Cook County,IL,14000US17031834300,17031834300
2016,2016,0,Total,36938,6293,"Census Tract 4802, Cook County, IL",4802,Cook County,IL,14000US17031480200,17031480200
2016,2016,0,Total,20620,2433,"Census Tract 2519, Cook County, IL",2519,Cook County,IL,14000US17031251900,17031251900
2016,2016,0,Total,25461,6353,"Census Tract 6914, Cook County, IL",6914,Cook County,IL,14000US17031691400,17031691400
2016,2016,0,Total,36172,5958,"Census Tract 7111, Cook County, IL",7111,Cook County,IL,14000US17031711100,17031711100
2016,2016,0,Total,60750,12648,"Census Tract 4801, Cook County, IL",4801,Cook County,IL,14000US17031480100,17031480100
2016,2016,0,Total,22289,5551,"Census Tract 2520, Cook County, IL",2520,Cook County,IL,14000US17031252000,17031252000
2016,2016,0,Total,76171,3985,"Census Tract 1302, Cook County, IL",1302,Cook County,IL,14000US17031130200,17031130200
2016,2016,0,Total,55919,8412,"Census Tract 7608.02, Cook County, IL",7608.02,Cook County,IL,14000US17031760802,17031760802
2016,2016,0,Total,23264,6707,"Census Tract 2521.01, Cook County, IL",2521.01,Cook County,IL,14000US17031252101,17031252101
2016,2016,0,Total,28000,11350,"Census Tract 8431, Cook County, IL",8431,Cook County,IL,14000US17031843100,17031843100
2016,2016,0,Total,31250,14071,"Census Tract 8396, Cook County, IL",8396,Cook County,IL,14000US17031839600,17031839600
2016,2016,0,Total,55568,6858,"Census Tract 609, Cook County, IL",609,Cook County,IL,14000US17031060900,17031060900
2016,2016,0,Total,33508,11754,"Census Tract 2521.02, Cook County, IL",2521.02,Cook County,IL,14000US17031252102,17031252102
2016,2016,0,Total,62634,9000,"Census Tract 1303, Cook County, IL",1303,Cook County,IL,14000US17031130300,17031130300
2016,2016,0,Total,31238,10586,"Census Tract 8342, Cook County, IL",8342,Cook County,IL,14000US17031834200,17031834200
2016,2016,0,Total,23684,6304,"Census Tract 4701, Cook County, IL",4701,Cook County,IL,14000US17031470100,17031470100
2016,2016,0,Total,31029,6985,"Census Tract 2522.01, Cook County, IL",2522.01,Cook County,IL,14000US17031252201,17031252201
2016,2016,0,Total,51840,13305,"Census Tract 207.02, Cook County, IL",207.02,Cook County,IL,14000US17031020702,17031020702
2016,2016,0,Total,26985,8182,"Census Tract 6117, Cook County, IL",6117,Cook County,IL,14000US17031611700,17031611700
2016,2016,0,Total,22381,11486,"Census Tract 6703, Cook County, IL",6703,Cook County,IL,14000US17031670300,17031670300
2016,2016,0,Total,24914,4022,"Census Tract 2522.02, Cook County, IL",2522.02,Cook County,IL,14000US17031252202,17031252202
2016,2016,0,Total,36159,4176,"Census Tract 1401, Cook County, IL",1401,Cook County,IL,14000US17031140100,17031140100
2016,2016,0,Total,13536,1064,"Census Tract 4610, Cook County, IL",4610,Cook County,IL,14000US17031461000,17031461000
2016,2016,0,Total,12036,2573,"Census Tract 2601, Cook County, IL",2601,Cook County,IL,14000US17031260100,17031260100
2016,2016,0,Total,105568,10875,"Census Tract 610, Cook County, IL",610,Cook County,IL,14000US17031061000,17031061000
2016,2016,0,Total,31250,4001,"Census Tract 6116, Cook County, IL",6116,Cook County,IL,14000US17031611600,17031611600
2016,2016,0,Total,42280,5058,"Census Tract 1402, Cook County, IL",1402,Cook County,IL,14000US17031140200,17031140200
2016,2016,0,Total,25921,8182,"Census Tract 2602, Cook County, IL",2602,Cook County,IL,14000US17031260200,17031260200
2016,2016,0,Total,82926,16304,"Census Tract 309, Cook County, IL",309,Cook County,IL,14000US17031030900,17031030900
2016,2016,0,Total,37179,11941,"Census Tract 8340, Cook County, IL",8340,Cook County,IL,14000US17031834000,17031834000
2016,2016,0,Total,20118,6382,"Census Tract 4607, Cook County, IL",4607,Cook County,IL,14000US17031460700,17031460700
2016,2016,0,Total,29306,13870,"Census Tract 2603, Cook County, IL",2603,Cook County,IL,14000US17031260300,17031260300
2016,2016,0,Total,67017,8286,"Census Tract 7003.02, Cook County, IL",7003.02,Cook County,IL,14000US17031700302,17031700302
2016,2016,0,Total,22163,6240,"Census Tract 6812, Cook County, IL",6812,Cook County,IL,14000US17031681200,17031681200
2016,2016,0,Total,31518,12469,"Census Tract 4606, Cook County, IL",4606,Cook County,IL,14000US17031460600,17031460600
2016,2016,0,Total,22097,6475,"Census Tract 2604, Cook County, IL",2604,Cook County,IL,14000US17031260400,17031260400
2016,2016,0,Total,45417,12056,"Census Tract 1403.01, Cook County, IL",1403.01,Cook County,IL,14000US17031140301,17031140301
2016,2016,0,Total,42304,11757,"Census Tract 7608.03, Cook County, IL",7608.03,Cook County,IL,14000US17031760803,17031760803
2016,2016,0,Total,28867,3954,"Census Tract 2605, Cook County, IL",2605,Cook County,IL,14000US17031260500,17031260500
2016,2016,0,Total,95476,11787,"Census Tract 611, Cook County, IL",611,Cook County,IL,14000US17031061100,17031061100
2016,2016,0,Total,22279,6475,"Census Tract 8395, Cook County, IL",8395,Cook County,IL,14000US17031839500,17031839500
2016,2016,0,Total,27622,7361,"Census Tract 6115, Cook County, IL",6115,Cook County,IL,14000US17031611500,17031611500
2016,2016,0,Total,21607,4937,"Census Tract 2606, Cook County, IL",2606,Cook County,IL,14000US17031260600,17031260600
2016,2016,0,Total,60994,12665,"Census Tract 1403.02, Cook County, IL",1403.02,Cook County,IL,14000US17031140302,17031140302
2016,2016,0,Total,23750,11171,"Census Tract 8339, Cook County, IL",8339,Cook County,IL,14000US17031833900,17031833900
2016,2016,0,Total,36227,7103,"Census Tract 4605, Cook County, IL",4605,Cook County,IL,14000US17031460500,17031460500
2016,2016,0,Total,23214,3110,"Census Tract 2607, Cook County, IL",2607,Cook County,IL,14000US17031260700,17031260700
2016,2016,0,Total,24045,4302,"Census Tract 7106, Cook County, IL",7106,Cook County,IL,14000US17031710600,17031710600
2016,2016,0,Total,61696,6674,"Census Tract 7207, Cook County, IL",7207,Cook County,IL,14000US17031720700,17031720700
2016,2016,0,Total,110950,7734,"Census Tract 8419, Cook County, IL",8419,Cook County,IL,14000US17031841900,17031841900
2016,2016,0,Total,20912,6760,"Census Tract 2608, Cook County, IL",2608,Cook County,IL,14000US17031260800,17031260800
2016,2016,0,Total,68529,10114,"Census Tract 1404, Cook County, IL",1404,Cook County,IL,14000US17031140400,17031140400
2016,2016,0,Total,43341,8868,"Census Tract 4604, Cook County, IL",4604,Cook County,IL,14000US17031460400,17031460400
2016,2016,0,Total,20563,10606,"Census Tract 2609, Cook County, IL",2609,Cook County,IL,14000US17031260900,17031260900
2016,2016,0,Total,68886,11221,"Census Tract 310, Cook County, IL",310,Cook County,IL,14000US17031031000,17031031000
2016,2016,0,Total,32949,3357,"Census Tract 6114, Cook County, IL",6114,Cook County,IL,14000US17031611400,17031611400
2016,2016,0,Total,56779,7128,"Census Tract 1405, Cook County, IL",1405,Cook County,IL,14000US17031140500,17031140500
2016,2016,0,Total,30817,10349,"Census Tract 2610, Cook County, IL",2610,Cook County,IL,14000US17031261000,17031261000
2016,2016,0,Total,101579,13872,"Census Tract 612, Cook County, IL",612,Cook County,IL,14000US17031061200,17031061200
2016,2016,0,Total,51442,13945,"Census Tract 8333, Cook County, IL",8333,Cook County,IL,14000US17031833300,17031833300
2016,2016,0,Total,20944,3676,"Census Tract 4603.02, Cook County, IL",4603.02,Cook County,IL,14000US17031460302,17031460302
2016,2016,0,Total,16989,4430,"Census Tract 2705, Cook County, IL",2705,Cook County,IL,14000US17031270500,17031270500
2016,2016,0,Total,31788,7950,"Census Tract 8436, Cook County, IL",8436,Cook County,IL,14000US17031843600,17031843600
2016,2016,0,Total,24408,4767,"Census Tract 6702, Cook County, IL",6702,Cook County,IL,14000US17031670200,17031670200
2016,2016,0,Total,29125,13584,"Census Tract 4603.01, Cook County, IL",4603.01,Cook County,IL,14000US17031460301,17031460301
2016,2016,0,Total,23929,9271,"Census Tract 2712, Cook County, IL",2712,Cook County,IL,14000US17031271200,17031271200
2016,2016,0,Total,48357,5666,"Census Tract 1406.01, Cook County, IL",1406.01,Cook County,IL,14000US17031140601,17031140601
2016,2016,0,Total,43872,4775,"Census Tract 7705, Cook County, IL",7705,Cook County,IL,14000US17031770500,17031770500
2016,2016,0,Total,22150,10308,"Census Tract 2713, Cook County, IL",2713,Cook County,IL,14000US17031271300,17031271300
2016,2016,0,Total,26180,2062,"Census Tract 7102, Cook County, IL",7102,Cook County,IL,14000US17031710200,17031710200
2016,2016,0,Total,29831,5465,"Census Tract 8392, Cook County, IL",8392,Cook County,IL,14000US17031839200,17031839200
2016,2016,0,Total,108239,8866,"Census Tract 615, Cook County, IL",615,Cook County,IL,14000US17031061500,17031061500
2016,2016,0,Total,32717,18797,"Census Tract 2714, Cook County, IL",2714,Cook County,IL,14000US17031271400,17031271400
2016,2016,0,Total,51250,11332,"Census Tract 1406.02, Cook County, IL",1406.02,Cook County,IL,14000US17031140602,17031140602
2016,2016,0,Total,120755,17768,"Census Tract 8331, Cook County, IL",8331,Cook County,IL,14000US17031833100,17031833100
2016,2016,0,Total,27353,7747,"Census Tract 4602, Cook County, IL",4602,Cook County,IL,14000US17031460200,17031460200
2016,2016,0,Total,31181,7721,"Census Tract 2715, Cook County, IL",2715,Cook County,IL,14000US17031271500,17031271500
2016,2016,0,Total,58947,11074,"Census Tract 311, Cook County, IL",311,Cook County,IL,14000US17031031100,17031031100
2016,2016,0,Total,26289,3346,"Census Tract 6113, Cook County, IL",6113,Cook County,IL,14000US17031611300,17031611300
2016,2016,0,Total,35647,12286,"Census Tract 6701, Cook County, IL",6701,Cook County,IL,14000US17031670100,17031670100
2016,2016,0,Total,17652,3639,"Census Tract 2718, Cook County, IL",2718,Cook County,IL,14000US17031271800,17031271800
2016,2016,0,Total,60203,9747,"Census Tract 1407.01, Cook County, IL",1407.01,Cook County,IL,14000US17031140701,17031140701
2016,2016,0,Total,31008,4714,"Census Tract 4601, Cook County, IL",4601,Cook County,IL,14000US17031460100,17031460100
2016,2016,0,Total,121074,13611,"Census Tract 2801, Cook County, IL",2801,Cook County,IL,14000US17031280100,17031280100
2016,2016,0,Total,59583,12239,"Census Tract 618, Cook County, IL",618,Cook County,IL,14000US17031061800,17031061800
2016,2016,0,Total,26727,2680,"Census Tract 6112, Cook County, IL",6112,Cook County,IL,14000US17031611200,17031611200
2016,2016,0,Total,52074,5067,"Census Tract 1407.02, Cook County, IL",1407.02,Cook County,IL,14000US17031140702,17031140702
2016,2016,0,Total,21250,18334,"Census Tract 2804, Cook County, IL",2804,Cook County,IL,14000US17031280400,17031280400
2016,2016,0,Total,53661,12575,"Census Tract 208.01, Cook County, IL",208.01,Cook County,IL,14000US17031020801,17031020801
2016,2016,0,Total,104183,34742,"Census Tract 8330, Cook County, IL",8330,Cook County,IL,14000US17031833000,17031833000
2016,2016,0,Total,44254,7285,"Census Tract 4503, Cook County, IL",4503,Cook County,IL,14000US17031450300,17031450300
2016,2016,0,Total,20278,8042,"Census Tract 2808, Cook County, IL",2808,Cook County,IL,14000US17031280800,17031280800
2016,2016,0,Total,36464,2925,"Census Tract 107.02, Cook County, IL",107.02,Cook County,IL,14000US17031010702,17031010702
2016,2016,0,Total,16862,6006,"Census Tract 6811, Cook County, IL",6811,Cook County,IL,14000US17031681100,17031681100
2016,2016,0,Total,33281,11284,"Census Tract 4409, Cook County, IL",4409,Cook County,IL,14000US17031440900,17031440900
2016,2016,0,Total,20565,3851,"Census Tract 2809, Cook County, IL",2809,Cook County,IL,14000US17031280900,17031280900
2016,2016,0,Total,74750,14219,"Census Tract 1408, Cook County, IL",1408,Cook County,IL,14000US17031140800,17031140800
2016,2016,0,Total,57692,8358,"Census Tract 7706.02, Cook County, IL",7706.02,Cook County,IL,14000US17031770602,17031770602
2016,2016,0,Total,85160,7778,"Census Tract 2819, Cook County, IL",2819,Cook County,IL,14000US17031281900,17031281900
2016,2016,0,Total,60390,11801,"Census Tract 619.01, Cook County, IL",619.01,Cook County,IL,14000US17031061901,17031061901
2016,2016,0,Total,86739,12604,"Census Tract 8391, Cook County, IL",8391,Cook County,IL,14000US17031839100,17031839100
2016,2016,0,Total,22969,2687,"Census Tract 6111, Cook County, IL",6111,Cook County,IL,14000US17031611100,17031611100
2016,2016,0,Total,58047,14269,"Census Tract 2827, Cook County, IL",2827,Cook County,IL,14000US17031282700,17031282700
2016,2016,0,Total,65139,10683,"Census Tract 1502, Cook County, IL",1502,Cook County,IL,14000US17031150200,17031150200
2016,2016,0,Total,50521,10998,"Census Tract 8329, Cook County, IL",8329,Cook County,IL,14000US17031832900,17031832900
2016,2016,0,Total,22371,5599,"Census Tract 4408, Cook County, IL",4408,Cook County,IL,14000US17031440800,17031440800
2016,2016,0,Total,52461,10105,"Census Tract 2828, Cook County, IL",2828,Cook County,IL,14000US17031282800,17031282800
2016,2016,0,Total,27018,17032,"Census Tract 312, Cook County, IL",312,Cook County,IL,14000US17031031200,17031031200
2016,2016,0,Total,49688,10599,"Census Tract 7301, Cook County, IL",7301,Cook County,IL,14000US17031730100,17031730100
2016,2016,0,Total,32895,4369,"Census Tract 8418, Cook County, IL",8418,Cook County,IL,14000US17031841800,17031841800
2016,2016,0,Total,45625,6884,"Census Tract 2831, Cook County, IL",2831,Cook County,IL,14000US17031283100,17031283100
2016,2016,0,Total,71468,6643,"Census Tract 1503, Cook County, IL",1503,Cook County,IL,14000US17031150300,17031150300
2016,2016,0,Total,35625,11634,"Census Tract 4407, Cook County, IL",4407,Cook County,IL,14000US17031440700,17031440700
2016,2016,0,Total,71250,13532,"Census Tract 2832, Cook County, IL",2832,Cook County,IL,14000US17031283200,17031283200
2016,2016,0,Total,45313,7520,"Census Tract 6611, Cook County, IL",6611,Cook County,IL,14000US17031661100,17031661100
2016,2016,0,Total,20761,3667,"Census Tract 6110, Cook County, IL",6110,Cook County,IL,14000US17031611000,17031611000
2016,2016,0,Total,61224,8928,"Census Tract 1504.01, Cook County, IL",1504.01,Cook County,IL,14000US17031150401,17031150401
2016,2016,0,Total,61389,18962,"Census Tract 2838, Cook County, IL",2838,Cook County,IL,14000US17031283800,17031283800
2016,2016,0,Total,59355,6522,"Census Tract 619.02, Cook County, IL",619.02,Cook County,IL,14000US17031061902,17031061902
2016,2016,0,Total,145147,13062,"Census Tract 8326, Cook County, IL",8326,Cook County,IL,14000US17031832600,17031832600
2016,2016,0,Total,54808,7031,"Census Tract 4406, Cook County, IL",4406,Cook County,IL,14000US17031440600,17031440600
2016,2016,0,Total,23834,6783,"Census Tract 2909, Cook County, IL",2909,Cook County,IL,14000US17031290900,17031290900
2016,2016,0,Total,66818,16096,"Census Tract 8400, DuPage County, IL",8400,DuPage County,IL,14000US17043840000,17043840000
2016,2016,0,Total,39005,7575,"Census Tract 7112, Cook County, IL",7112,Cook County,IL,14000US17031711200,17031711200
2016,2016,0,Total,53345,7291,"Census Tract 4403, Cook County, IL",4403,Cook County,IL,14000US17031440300,17031440300
2016,2016,0,Total,21516,7480,"Census Tract 2912, Cook County, IL",2912,Cook County,IL,14000US17031291200,17031291200
2016,2016,0,Total,59000,8214,"Census Tract 1504.02, Cook County, IL",1504.02,Cook County,IL,14000US17031150402,17031150402
2016,2016,0,Total,48750,8788,"Census Tract 7707, Cook County, IL",7707,Cook County,IL,14000US17031770700,17031770700
2016,2016,0,Total,49085,4754,"Census Tract 2916, Cook County, IL",2916,Cook County,IL,14000US17031291600,17031291600
